Relation,Type
Quantity,Universal
Quantity,Particular
Quantity,Singular
Quality,Affirmative
Quality,Negative
Quality,Infinite
Relation,Categorical
Relation,Hypothetical
Relation,Disjunctive
Modality,Problematic
Modality,Assertoric
Modality,Apodeictic
